date,country,countryCode,province,provinceCode,city,cityCode,confirmed,suspected,cured,dead
2021-06-26,荷属安的列斯,,,,,,12327,0,12166,126
2021-06-26,圣马丁,,,,,,2594,0,2509,33
2021-06-26,钻石公主号邮轮,,,,,,712,0,653,13
2021-06-26,安道尔,AD,,,,,13882,0,13697,127
2021-06-26,阿联酋,AE,,,,,622532,0,601308,1782
2021-06-26,阿富汗,AF,,,,,113124,0,67183,4594
2021-06-26,安提瓜和巴布达,AG,,,,,1263,0,1221,42
2021-06-26,安圭拉,AI,,,,,109,0,109,0
2021-06-26,阿尔巴尼亚,AL,,,,,132506,0,129975,2455
2021-06-26,亚美尼亚,AM,,,,,224635,0,216423,4505
2021-06-26,安哥拉,AO,,,,,38371,0,32605,883
2021-06-26,阿根廷,AR,,,,,4374587,0,3990289,91979
2021-06-26,奥地利,AT,,,,,650016,0,637051,10700
2021-06-26,澳大利亚,AU,,,,,30424,0,29307,910
2021-06-26,阿鲁巴,AW,,,,,11126,0,10987,107
2021-06-26,阿塞拜疆,AZ,,,,,335741,0,329959,4967
2021-06-26,波黑,BA,,,,,204945,0,181725,9655
2021-06-26,巴巴多斯,BB,,,,,4066,0,3992,47
2021-06-26,孟加拉国,BD,,,,,878804,0,797559,13976
2021-06-26,比利时,BE,,,,,1081908,0,1024673,25152
2021-06-26,布基纳法索,BF,,,,,13477,0,13297,168
2021-06-26,保加利亚,BG,,,,,421487,0,394091,18026
2021-06-26,巴林,BH,,,,,264693,0,258545,1335
2021-06-26,布隆迪,BI,,,,,5348,0,773,8
2021-06-26,贝宁,BJ,,,,,8170,0,8000,104
2021-06-26,圣巴泰勒米,BL,,,,,1005,0,462,1
2021-06-26,百慕大,BM,,,,,2510,0,2464,33
2021-06-26,文莱,BN,,,,,256,0,245,3
2021-06-26,玻利维亚,BO,,,,,429178,0,348915,16414
2021-06-26,巴西,BR,,,,,18322760,0,16548159,511272
2021-06-26,巴哈马,BS,,,,,12467,0,11434,245
2021-06-26,不丹,BT,,,,,2013,0,1740,1
2021-06-26,博茨瓦纳,BW,,,,,67492,0,61341,1095
2021-06-26,白俄罗斯,BY,,,,,413952,0,406686,3093
2021-06-26,伯利兹,BZ,,,,,13137,0,12612,329
2021-06-26,加拿大,CA,,,,,1412226,0,1376904,26197
2021-06-26,刚果（金）,CD,,,,,39395,0,28137,898
2021-06-26,中非,CF,,,,,7139,0,6859,98
2021-06-26,刚果（布）,CG,,,,,12485,0,11211,165
2021-06-26,瑞士,CH,,,,,702507,0,680251,10882
2021-06-26,科特迪瓦,CI,,,,,48058,0,47511,309
2021-06-26,智利,CL,,,,,1537471,0,1472337,32012
2021-06-26,喀麦隆,CM,,,,,80487,0,78224,1320
2021-06-26,中国,CN,,,,,118145,0,107930,5456
2021-06-26,中国,CN,北京市,110000,,,1076,0,1052,9
2021-06-26,中国,CN,北京市,110000,未公布来源,1100xx,6,0,823,9
2021-06-26,中国,CN,北京市,110000,外地来京,1100xy,26,0,2,0
2021-06-26,中国,CN,北京市,110000,境外输入,1100y0,248,0,202,0
2021-06-26,中国,CN,北京市,110000,东城区,110101,19,0,0,0
2021-06-26,中国,CN,北京市,110000,西城区,110102,59,0,2,0
2021-06-26,中国,CN,北京市,110000,朝阳区,110105,79,0,1,0
2021-06-26,中国,CN,北京市,110000,丰台区,110106,273,0,3,0
2021-06-26,中国,CN,北京市,110000,石景山区,110107,15,0,1,0
2021-06-26,中国,CN,北京市,110000,海淀区,110108,82,0,0,0
2021-06-26,中国,CN,北京市,110000,门头沟区,110109,5,0,0,0
