date,country,countryCode,province,provinceCode,city,cityCode,confirmed,suspected,cured,dead
2021-01-23,荷属安的列斯,,,,,,4543,0,4416,20
2021-01-23,圣马丁,,,,,,1708,0,1554,27
2021-01-23,钻石公主号邮轮,,,,,,712,0,653,13
2021-01-23,安道尔,AD,,,,,9416,0,8537,93
2021-01-23,阿联酋,AE,,,,,270810,0,243267,776
2021-01-23,阿富汗,AF,,,,,54559,0,46912,2373
2021-01-23,安提瓜和巴布达,AG,,,,,195,0,162,6
2021-01-23,安圭拉,AI,,,,,15,0,15,0
2021-01-23,阿尔巴尼亚,AL,,,,,70655,0,42895,1303
2021-01-23,亚美尼亚,AM,,,,,165711,0,154259,3030
2021-01-23,安哥拉,AO,,,,,19269,0,17223,452
2021-01-23,阿根廷,AR,,,,,1853830,0,1636826,46575
2021-01-23,奥地利,AT,,,,,401886,0,378408,7330
2021-01-23,澳大利亚,AU,,,,,28759,0,25967,909
2021-01-23,阿鲁巴,AW,,,,,6656,0,6098,56
2021-01-23,阿塞拜疆,AZ,,,,,228526,0,219019,3064
2021-01-23,波黑,BA,,,,,119420,0,90691,4555
2021-01-23,巴巴多斯,BB,,,,,1156,0,493,9
2021-01-23,孟加拉国,BD,,,,,530890,0,475561,7981
2021-01-23,比利时,BE,,,,,689271,0,47820,20675
2021-01-23,布基纳法索,BF,,,,,9857,0,7883,107
2021-01-23,保加利亚,BG,,,,,214430,0,178602,8799
2021-01-23,巴林,BH,,,,,99210,0,95902,366
2021-01-23,布隆迪,BI,,,,,1380,0,773,2
2021-01-23,贝宁,BJ,,,,,3643,0,3317,48
2021-01-23,圣巴泰勒米,BL,,,,,300,0,204,1
2021-01-23,百慕大,BM,,,,,684,0,625,12
2021-01-23,文莱,BN,,,,,175,0,169,3
2021-01-23,玻利维亚,BO,,,,,198257,0,148750,9871
2021-01-23,巴西,BR,,,,,8755133,0,7594771,215299
2021-01-23,巴哈马,BS,,,,,8101,0,6720,175
2021-01-23,不丹,BT,,,,,851,0,679,1
2021-01-23,博茨瓦纳,BW,,,,,19654,0,15911,105
2021-01-23,白俄罗斯,BY,,,,,234111,0,218831,1628
2021-01-23,伯利兹,BZ,,,,,11700,0,11009,290
2021-01-23,加拿大,CA,,,,,737407,0,652829,18828
2021-01-23,刚果（金）,CD,,,,,21597,0,14875,647
2021-01-23,中非,CF,,,,,4974,0,4885,63
2021-01-23,刚果（布）,CG,,,,,7794,0,5846,117
2021-01-23,瑞士,CH,,,,,509279,0,317600,9034
2021-01-23,科特迪瓦,CI,,,,,26315,0,24356,143
2021-01-23,智利,CL,,,,,690066,0,645035,17786
2021-01-23,喀麦隆,CM,,,,,28010,0,26861,455
2021-01-23,中国,CN,,,,,99772,3,92318,4810
2021-01-23,中国,CN,北京市,110000,,,1023,0,965,9
2021-01-23,中国,CN,北京市,110000,未公布来源,1100xx,6,0,744,9
2021-01-23,中国,CN,北京市,110000,外地来京,1100xy,26,0,2,0
2021-01-23,中国,CN,北京市,110000,境外输入,1100y0,208,0,194,0
2021-01-23,中国,CN,北京市,110000,东城区,110101,19,0,0,0
2021-01-23,中国,CN,北京市,110000,西城区,110102,59,0,2,0
2021-01-23,中国,CN,北京市,110000,朝阳区,110105,79,0,1,0
2021-01-23,中国,CN,北京市,110000,丰台区,110106,273,0,3,0
2021-01-23,中国,CN,北京市,110000,石景山区,110107,15,0,1,0
2021-01-23,中国,CN,北京市,110000,海淀区,110108,82,0,0,0
2021-01-23,中国,CN,北京市,110000,门头沟区,110109,5,0,0,0
2021-01-23,中国,CN,北京市,110000,房山区,110111,19,0,0,0
2021-01-23,中国,CN,北京市,110000,通州区,110112,20,0,0,0
2021-01-23,中国,CN,北京市,110000,顺义区,110113,45,0,1,0
2021-01-23,中国,CN,北京市,110000,昌平区,110114,30,0,1,0
2021-01-23,中国,CN,北京市,110000,大兴区,110115,121,0,16,0
2021-01-23,中国,CN,北京市,110000,怀柔区,110116,8,0,0,0
2021-01-23,中国,CN,北京市,110000,平谷区,110117,0,0,0,0
2021-01-23,中国,CN,北京市,110000,密云区,110118,7,0,0,0
2021-01-23,中国,CN,北京市,110000,延庆区,110119,1,0,0,0
2021-01-23,中国,CN,天津市,120000,,,335,0,309,3
2021-01-23,中国,CN,天津市,120000,外地来津,1200xy,6,0,6,0
2021-01-23,中国,CN,天津市,120000,境外输入,1200y0,188,0,165,0
2021-01-23,中国,CN,天津市,120000,和平区,120101,6,0,6,0
2021-01-23,中国,CN,天津市,120000,河东区,120102,15,0,14,1
2021-01-23,中国,CN,天津市,120000,河西区,120103,4,0,4,0
2021-01-23,中国,CN,天津市,120000,南开区,120104,6,0,6,0
2021-01-23,中国,CN,天津市,120000,河北区,120105,12,0,12,0
2021-01-23,中国,CN,天津市,120000,红桥区,120106,2,0,2,0
2021-01-23,中国,CN,天津市,120000,东丽区,120110,4,0,4,0
2021-01-23,中国,CN,天津市,120000,西青区,120111,4,0,4,0
2021-01-23,中国,CN,天津市,120000,津南区,120112,2,0,2,0
2021-01-23,中国,CN,天津市,120000,北辰区,120113,7,0,7,0
2021-01-23,中国,CN,天津市,120000,武清区,120114,2,0,2,0
