date,country,countryCode,province,provinceCode,city,cityCode,confirmed,suspected,cured,dead
2021-05-03,荷属安的列斯,,,,,,12210,0,11711,111
2021-05-03,圣马丁,,,,,,2230,0,2187,27
2021-05-03,钻石公主号邮轮,,,,,,712,0,653,13
2021-05-03,安道尔,AD,,,,,13282,0,12753,127
2021-05-03,阿联酋,AE,,,,,523795,0,504251,1593
2021-05-03,阿富汗,AF,,,,,60288,0,53391,2642
2021-05-03,安提瓜和巴布达,AG,,,,,1232,0,1014,32
2021-05-03,安圭拉,AI,,,,,95,0,29,0
2021-05-03,阿尔巴尼亚,AL,,,,,131238,0,110920,2397
2021-05-03,亚美尼亚,AM,,,,,216863,0,199755,4139
2021-05-03,安哥拉,AO,,,,,26993,0,23913,602
2021-05-03,阿根廷,AR,,,,,3005259,0,2676197,64252
2021-05-03,奥地利,AT,,,,,622110,0,589534,10245
2021-05-03,澳大利亚,AU,,,,,29826,0,28655,910
2021-05-03,阿鲁巴,AW,,,,,10650,0,10402,99
2021-05-03,阿塞拜疆,AZ,,,,,321380,0,293689,4561
2021-05-03,波黑,BA,,,,,198461,0,159223,8551
2021-05-03,巴巴多斯,BB,,,,,3866,0,3800,44
2021-05-03,孟加拉国,BD,,,,,761943,0,687328,11579
2021-05-03,比利时,BE,,,,,993434,0,60320,24258
2021-05-03,布基纳法索,BF,,,,,13319,0,13053,157
2021-05-03,保加利亚,BG,,,,,405194,0,340442,16492
2021-05-03,巴林,BH,,,,,179297,0,167852,651
2021-05-03,布隆迪,BI,,,,,4038,0,773,6
2021-05-03,贝宁,BJ,,,,,7821,0,7580,99
2021-05-03,圣巴泰勒米,BL,,,,,974,0,462,1
2021-05-03,百慕大,BM,,,,,2393,0,1820,28
2021-05-03,文莱,BN,,,,,227,0,218,3
2021-05-03,玻利维亚,BO,,,,,306527,0,252780,13009
2021-05-03,巴西,BR,,,,,14754910,0,13278718,407775
2021-05-03,巴哈马,BS,,,,,10519,0,9561,209
2021-05-03,不丹,BT,,,,,1111,0,993,1
2021-05-03,博茨瓦纳,BW,,,,,46934,0,44960,712
2021-05-03,白俄罗斯,BY,,,,,361063,0,351816,2562
2021-05-03,伯利兹,BZ,,,,,12668,0,12218,323
2021-05-03,加拿大,CA,,,,,1234181,0,1126138,24300
2021-05-03,刚果（金）,CD,,,,,29965,0,26250,768
2021-05-03,中非,CF,,,,,6411,0,5112,88
2021-05-03,刚果（布）,CG,,,,,10678,0,8208,144
2021-05-03,瑞士,CH,,,,,659974,0,590565,10634
2021-05-03,科特迪瓦,CI,,,,,46114,0,45582,286
2021-05-03,智利,CL,,,,,1210920,0,1143565,26561
2021-05-03,喀麦隆,CM,,,,,72250,0,67625,1107
2021-05-03,中国,CN,,,,,103667,11,98287,4858
2021-05-03,中国,CN,北京市,110000,,,1057,0,1043,9
2021-05-03,中国,CN,北京市,110000,未公布来源,1100xx,6,0,819,9
2021-05-03,中国,CN,北京市,110000,外地来京,1100xy,26,0,2,0
2021-05-03,中国,CN,北京市,110000,境外输入,1100y0,229,0,197,0
2021-05-03,中国,CN,北京市,110000,东城区,110101,19,0,0,0
2021-05-03,中国,CN,北京市,110000,西城区,110102,59,0,2,0
2021-05-03,中国,CN,北京市,110000,朝阳区,110105,79,0,1,0
2021-05-03,中国,CN,北京市,110000,丰台区,110106,273,0,3,0
2021-05-03,中国,CN,北京市,110000,石景山区,110107,15,0,1,0
2021-05-03,中国,CN,北京市,110000,海淀区,110108,82,0,0,0
2021-05-03,中国,CN,北京市,110000,门头沟区,110109,5,0,0,0
2021-05-03,中国,CN,北京市,110000,房山区,110111,19,0,0,0
2021-05-03,中国,CN,北京市,110000,通州区,110112,20,0,0,0
2021-05-03,中国,CN,北京市,110000,顺义区,110113,45,0,1,0
2021-05-03,中国,CN,北京市,110000,昌平区,110114,30,0,1,0
2021-05-03,中国,CN,北京市,110000,大兴区,110115,134,0,16,0
2021-05-03,中国,CN,北京市,110000,怀柔区,110116,8,0,0,0
2021-05-03,中国,CN,北京市,110000,平谷区,110117,0,0,0,0
2021-05-03,中国,CN,北京市,110000,密云区,110118,7,0,0,0
2021-05-03,中国,CN,北京市,110000,延庆区,110119,1,0,0,0
2021-05-03,中国,CN,天津市,120000,,,385,0,374,3
2021-05-03,中国,CN,天津市,120000,外地来津,1200xy,6,0,6,0
2021-05-03,中国,CN,天津市,120000,境外输入,1200y0,238,0,230,0
2021-05-03,中国,CN,天津市,120000,和平区,120101,6,0,6,0
2021-05-03,中国,CN,天津市,120000,河东区,120102,15,0,14,1
2021-05-03,中国,CN,天津市,120000,河西区,120103,4,0,4,0
2021-05-03,中国,CN,天津市,120000,南开区,120104,6,0,6,0
2021-05-03,中国,CN,天津市,120000,河北区,120105,12,0,12,0
2021-05-03,中国,CN,天津市,120000,红桥区,120106,2,0,2,0
2021-05-03,中国,CN,天津市,120000,东丽区,120110,4,0,4,0
2021-05-03,中国,CN,天津市,120000,西青区,120111,4,0,4,0
2021-05-03,中国,CN,天津市,120000,津南区,120112,2,0,2,0
2021-05-03,中国,CN,天津市,120000,北辰区,120113,7,0,7,0
2021-05-03,中国,CN,天津市,120000,武清区,120114,2,0,2,0
2021-05-03,中国,CN,天津市,120000,宝坻区,120115,60,0,58,2
2021-05-03,中国,CN,天津市,120000,滨海新区,120116,13,0,13,0
2021-05-03,中国,CN,天津市,120000,宁河区,120117,4,0,4,0
2021-05-03,中国,CN,天津市,120000,静海区,120118,0,0,0,0
2021-05-03,中国,CN,天津市,120000,蓟州,120225,0,0,0,0
2021-05-03,中国,CN,河北省,130000,,,1317,0,1310,7
2021-05-03,中国,CN,河北省,130000,境外输入,1300y0,36,0,36,0
2021-05-03,中国,CN,河北省,130000,石家庄市,130100,898,0,897,1
2021-05-03,中国,CN,河北省,130000,唐山市,130200,58,0,57,1
2021-05-03,中国,CN,河北省,130000,秦皇岛市,130300,10,0,9,1
2021-05-03,中国,CN,河北省,130000,邯郸市,130400,32,0,32,0
2021-05-03,中国,CN,河北省,130000,邢台市,130500,94,0,93,1
2021-05-03,中国,CN,河北省,130000,保定市,130600,34,0,34,0
2021-05-03,中国,CN,河北省,130000,雄县,130638,13,0,13,0
2021-05-03,中国,CN,河北省,130000,定州市,130682,2,0,2,0
2021-05-03,中国,CN,河北省,130000,张家口市,130700,43,0,43,0
2021-05-03,中国,CN,河北省,130000,承德市,130800,7,0,7,0
2021-05-03,中国,CN,河北省,130000,沧州市,130900,49,0,46,3
2021-05-03,中国,CN,河北省,130000,廊坊市,131000,33,0,33,0
2021-05-03,中国,CN,河北省,130000,衡水市,131100,8,0,8,0
2021-05-03,中国,CN,山西省,140000,,,251,0,243,0
2021-05-03,中国,CN,山西省,140000,境外输入,1400y0,113,0,105,0
2021-05-03,中国,CN,山西省,140000,太原市,140100,21,0,21,0
2021-05-03,中国,CN,山西省,140000,大同市,140200,12,0,12,0
2021-05-03,中国,CN,山西省,140000,阳泉市,140300,4,0,4,0
2021-05-03,中国,CN,山西省,140000,长治市,140400,8,0,8,0
2021-05-03,中国,CN,山西省,140000,晋城市,140500,10,0,10,0
2021-05-03,中国,CN,山西省,140000,朔州市,140600,8,0,8,0
2021-05-03,中国,CN,山西省,140000,晋中市,140700,41,0,41,0
2021-05-03,中国,CN,山西省,140000,运城市,140800,19,0,19,0
2021-05-03,中国,CN,山西省,140000,忻州市,140900,7,0,7,0
2021-05-03,中国,CN,山西省,140000,临汾市,141000,2,0,2,0
2021-05-03,中国,CN,山西省,140000,吕梁市,141100,6,0,6,0
2021-05-03,中国,CN,内蒙古自治区,150000,,,381,0,377,1
2021-05-03,中国,CN,内蒙古自治区,150000,境外输入,1500y0,276,0,273,0
2021-05-03,中国,CN,内蒙古自治区,150000,呼和浩特市,150100,7,0,7,0
2021-05-03,中国,CN,内蒙古自治区,150000,包头市,150200,11,0,11,0
2021-05-03,中国,CN,内蒙古自治区,150000,乌海市,150300,2,0,2,0
2021-05-03,中国,CN,内蒙古自治区,150000,赤峰市,150400,9,0,9,0
2021-05-03,中国,CN,内蒙古自治区,150000,通辽市,150500,7,0,7,0
2021-05-03,中国,CN,内蒙古自治区,150000,鄂尔多斯市,150600,11,0,11,0
2021-05-03,中国,CN,内蒙古自治区,150000,呼伦贝尔市,150700,37,0,37,0
2021-05-03,中国,CN,内蒙古自治区,150000,巴彦淖尔市,150800,8,0,7,1
2021-05-03,中国,CN,内蒙古自治区,150000,乌兰察布市,150900,3,0,3,0
2021-05-03,中国,CN,内蒙古自治区,150000,兴安盟,152200,1,0,1,0
2021-05-03,中国,CN,内蒙古自治区,150000,锡林郭勒盟,152500,9,0,9,0
2021-05-03,中国,CN,内蒙古自治区,150000,阿拉善盟,152900,0,0,0,0
2021-05-03,中国,CN,辽宁省,210000,,,408,0,406,2
2021-05-03,中国,CN,辽宁省,210000,境外输入,2100y0,97,0,97,0
2021-05-03,中国,CN,辽宁省,210000,沈阳市,210100,70,0,70,0
2021-05-03,中国,CN,辽宁省,210000,大连市,210200,161,0,161,0
2021-05-03,中国,CN,辽宁省,210000,鞍山市,210300,4,0,4,0
2021-05-03,中国,CN,辽宁省,210000,抚顺市,210400,1,0,1,0
2021-05-03,中国,CN,辽宁省,210000,本溪市,210500,3,0,3,0
2021-05-03,中国,CN,辽宁省,210000,丹东市,210600,11,0,11,0
2021-05-03,中国,CN,辽宁省,210000,锦州市,210700,12,0,12,0
2021-05-03,中国,CN,辽宁省,210000,营口市,210800,1,0,1,0
2021-05-03,中国,CN,辽宁省,210000,阜新市,210900,8,0,8,0
2021-05-03,中国,CN,辽宁省,210000,辽阳市,211000,3,0,3,0
2021-05-03,中国,CN,辽宁省,210000,盘锦市,211100,11,0,11,0
2021-05-03,中国,CN,辽宁省,210000,铁岭市,211200,8,0,8,0
2021-05-03,中国,CN,辽宁省,210000,朝阳市,211300,6,0,5,1
2021-05-03,中国,CN,辽宁省,210000,葫芦岛市,211400,12,0,11,1
2021-05-03,中国,CN,吉林省,220000,,,573,0,570,3
2021-05-03,中国,CN,吉林省,220000,境外输入,2200y0,19,0,19,0
2021-05-03,中国,CN,吉林省,220000,长春市,220100,150,0,150,0
2021-05-03,中国,CN,吉林省,220000,吉林市,220200,48,0,47,1
2021-05-03,中国,CN,吉林省,220000,四平市,220300,17,0,16,1
2021-05-03,中国,CN,吉林省,220000,公主岭市,220381,6,0,6,0
