date,country,countryCode,province,provinceCode,city,cityCode,confirmed,suspected,cured,dead
2021-01-12,荷属安的列斯,,,,,,4458,0,3882,19
2021-01-12,圣马丁,,,,,,1555,0,1434,27
2021-01-12,钻石公主号邮轮,,,,,,712,0,653,13
2021-01-12,安道尔,AD,,,,,8586,0,7724,85
2021-01-12,阿联酋,AE,,,,,232982,0,208366,711
2021-01-12,阿富汗,AF,,,,,53584,0,44137,2301
2021-01-12,安提瓜和巴布达,AG,,,,,176,0,152,5
2021-01-12,安圭拉,AI,,,,,15,0,13,0
2021-01-12,阿尔巴尼亚,AL,,,,,63595,0,37648,1241
2021-01-12,亚美尼亚,AM,,,,,162288,0,149873,2931
2021-01-12,安哥拉,AO,,,,,18193,0,13872,416
2021-01-12,阿根廷,AR,,,,,1722217,0,1511750,44495
2021-01-12,奥地利,AT,,,,,382258,0,355530,6747
2021-01-12,澳大利亚,AU,,,,,28614,0,25837,909
2021-01-12,阿鲁巴,AW,,,,,6042,0,5456,51
2021-01-12,阿塞拜疆,AZ,,,,,224651,0,208681,2909
2021-01-12,波黑,BA,,,,,115633,0,81625,4330
2021-01-12,巴巴多斯,BB,,,,,878,0,389,7
2021-01-12,孟加拉国,BD,,,,,523302,0,467718,7803
2021-01-12,比利时,BE,,,,,664263,0,45744,20078
2021-01-12,布基纳法索,BF,,,,,8082,0,5845,89
2021-01-12,保加利亚,BG,,,,,208511,0,135259,8126
2021-01-12,巴林,BH,,,,,95558,0,92362,356
2021-01-12,布隆迪,BI,,,,,986,0,773,2
2021-01-12,贝宁,BJ,,,,,3363,0,3222,46
2021-01-12,圣巴泰勒米,BL,,,,,206,0,172,1
2021-01-12,百慕大,BM,,,,,652,0,551,12
2021-01-12,文莱,BN,,,,,173,0,153,3
2021-01-12,玻利维亚,BO,,,,,173896,0,138087,9376
2021-01-12,巴西,BR,,,,,8105790,0,7167651,203140
2021-01-12,巴哈马,BS,,,,,7969,0,6313,175
2021-01-12,不丹,BT,,,,,813,0,467,1
2021-01-12,博茨瓦纳,BW,,,,,16050,0,12927,48
2021-01-12,白俄罗斯,BY,,,,,213993,0,196284,1526
2021-01-12,伯利兹,BZ,,,,,11303,0,10397,274
2021-01-12,加拿大,CA,,,,,660289,0,558772,16950
2021-01-12,刚果（金）,CD,,,,,19496,0,14760,619
2021-01-12,中非,CF,,,,,4973,0,4885,63
2021-01-12,刚果（布）,CG,,,,,7127,0,5846,108
2021-01-12,瑞士,CH,,,,,484506,0,317600,8324
2021-01-12,科特迪瓦,CI,,,,,23750,0,22570,139
2021-01-12,智利,CL,,,,,641923,0,602861,17096
2021-01-12,喀麦隆,CM,,,,,26848,0,24892,448
2021-01-12,中国,CN,,,,,97754,0,91500,4800
2021-01-12,中国,CN,北京市,110000,,,998,0,951,9
2021-01-12,中国,CN,北京市,110000,未公布来源,1100xx,6,0,730,9
2021-01-12,中国,CN,北京市,110000,外地来京,1100xy,26,0,2,0
2021-01-12,中国,CN,北京市,110000,境外输入,1100y0,205,0,194,0
2021-01-12,中国,CN,北京市,110000,东城区,110101,19,0,0,0
2021-01-12,中国,CN,北京市,110000,西城区,110102,59,0,2,0
2021-01-12,中国,CN,北京市,110000,朝阳区,110105,79,0,1,0
2021-01-12,中国,CN,北京市,110000,丰台区,110106,273,0,3,0
